County,Percent Smokers,State Ab,State,CountyState
Crawford County,28.3, Michigan, Michigan,Crawford County  Michigan
Delta County,26.2, Michigan, Michigan,Delta County  Michigan
Dickinson County,24.9, Michigan, Michigan,Dickinson County  Michigan
Eaton County,21.1, Michigan, Michigan,Eaton County  Michigan
Emmet County,22.7, Michigan, Michigan,Emmet County  Michigan
Genesee County,26.6, Michigan, Michigan,Genesee County  Michigan
Gladwin County,26.8, Michigan, Michigan,Gladwin County  Michigan
Gogebic County,25.5, Michigan, Michigan,Gogebic County  Michigan
Grand Traverse County,21.5, Michigan, Michigan,Grand Traverse County  Michigan
Gratiot County,27.5, Michigan, Michigan,Gratiot County  Michigan
Hillsdale County,27.9, Michigan, Michigan,Hillsdale County  Michigan
Houghton County,20.8, Michigan, Michigan,Houghton County  Michigan
Huron County,25.7, Michigan, Michigan,Huron County  Michigan
Ingham County,19.4, Michigan, Michigan,Ingham County  Michigan
Ionia County,25.4, Michigan, Michigan,Ionia County  Michigan
Iosco County,29.1, Michigan, Michigan,Iosco County  Michigan
Iron County,25.3, Michigan, Michigan,Iron County  Michigan
Isabella County,24.4, Michigan, Michigan,Isabella County  Michigan
Jackson County,26.2, Michigan, Michigan,Jackson County  Michigan
Kalamazoo County,20.9, Michigan, Michigan,Kalamazoo County  Michigan
Kalkaska County,28.5, Michigan, Michigan,Kalkaska County  Michigan
Kent County,20.4, Michigan, Michigan,Kent County  Michigan
Keweenaw County,21.7, Michigan, Michigan,Keweenaw County  Michigan
Lake County,31.1, Michigan, Michigan,Lake County  Michigan
Lapeer County,25.4, Michigan, Michigan,Lapeer County  Michigan
Leelanau County,16.9, Michigan, Michigan,Leelanau County  Michigan
Lenawee County,24.1, Michigan, Michigan,Lenawee County  Michigan
Livingston County,19.7, Michigan, Michigan,Livingston County  Michigan
Luce County,27.6, Michigan, Michigan,Luce County  Michigan
Mackinac County,26.0, Michigan, Michigan,Mackinac County  Michigan
Macomb County,25.6, Michigan, Michigan,Macomb County  Michigan
Manistee County,25.9, Michigan, Michigan,Manistee County  Michigan
Marquette County,21.8, Michigan, Michigan,Marquette County  Michigan
Mason County,24.1, Michigan, Michigan,Mason County  Michigan
Mecosta County,24.9, Michigan, Michigan,Mecosta County  Michigan
Menominee County,26.4, Michigan, Michigan,Menominee County  Michigan
Midland County,20.5, Michigan, Michigan,Midland County  Michigan
Missaukee County,25.8, Michigan, Michigan,Missaukee County  Michigan
Monroe County,24.9, Michigan, Michigan,Monroe County  Michigan
Montcalm County,28.7, Michigan, Michigan,Montcalm County  Michigan
Montmorency County,29.1, Michigan, Michigan,Montmorency County  Michigan
Muskegon County,27.4, Michigan, Michigan,Muskegon County  Michigan
Newaygo County,27.0, Michigan, Michigan,Newaygo County  Michigan
Oakland County,18.7, Michigan, Michigan,Oakland County  Michigan
Oceana County,24.0, Michigan, Michigan,Oceana County  Michigan
Ogemaw County,28.6, Michigan, Michigan,Ogemaw County  Michigan
Ontonagon County,23.3, Michigan, Michigan,Ontonagon County  Michigan
Osceola County,26.3, Michigan, Michigan,Osceola County  Michigan
Oscoda County,29.0, Michigan, Michigan,Oscoda County  Michigan
Otsego County,26.4, Michigan, Michigan,Otsego County  Michigan
Ottawa County,18.3, Michigan, Michigan,Ottawa County  Michigan
Presque Isle County,24.8, Michigan, Michigan,Presque Isle County  Michigan
Roscommon County,29.0, Michigan, Michigan,Roscommon County  Michigan
Saginaw County,25.3, Michigan, Michigan,Saginaw County  Michigan
Sanilac County,27.3, Michigan, Michigan,Sanilac County  Michigan
Schoolcraft County,28.1, Michigan, Michigan,Schoolcraft County  Michigan
Shiawassee County,26.2, Michigan, Michigan,Shiawassee County  Michigan
St. Clair County,29.4, Michigan, Michigan,St. Clair County  Michigan
St. Joseph County,26.6, Michigan, Michigan,St. Joseph County  Michigan
Tuscola County,26.1, Michigan, Michigan,Tuscola County  Michigan
Van Buren County,26.6, Michigan, Michigan,Van Buren County  Michigan
Washtenaw County,16.2, Michigan, Michigan,Washtenaw County  Michigan
Wayne County,27.3, Michigan, Michigan,Wayne County  Michigan
Wexford County,26.6, Michigan, Michigan,Wexford County  Michigan
Aitkin County,25.0, Minnesota, Minnesota,Aitkin County  Minnesota
Anoka County,21.5, Minnesota, Minnesota,Anoka County  Minnesota
Becker County,22.3, Minnesota, Minnesota,Becker County  Minnesota
Beltrami County,25.7, Minnesota, Minnesota,Beltrami County  Minnesota
Benton County,21.0, Minnesota, Minnesota,Benton County  Minnesota
Big Stone County,22.9, Minnesota, Minnesota,Big Stone County  Minnesota
Blue Earth County,20.2, Minnesota, Minnesota,Blue Earth County  Minnesota
Brown County,22.9, Minnesota, Minnesota,Brown County  Minnesota
Carlton County,24.2, Minnesota, Minnesota,Carlton County  Minnesota
Carver County,15.2, Minnesota, Minnesota,Carver County  Minnesota
Cass County,24.5, Minnesota, Minnesota,Cass County  Minnesota
Chippewa County,23.4, Minnesota, Minnesota,Chippewa County  Minnesota
Chisago County,25.5, Minnesota, Minnesota,Chisago County  Minnesota
Clay County,19.3, Minnesota, Minnesota,Clay County  Minnesota
Clearwater County,26.2, Minnesota, Minnesota,Clearwater County  Minnesota
Cook County,17.7, Minnesota, Minnesota,Cook County  Minnesota
Cottonwood County,22.7, Minnesota, Minnesota,Cottonwood County  Minnesota
Crow Wing County,22.4, Minnesota, Minnesota,Crow Wing County  Minnesota
Dakota County,17.4, Minnesota, Minnesota,Dakota County  Minnesota
Dodge County,20.1, Minnesota, Minnesota,Dodge County  Minnesota
Douglas County,20.9, Minnesota, Minnesota,Douglas County  Minnesota
Faribault County,23.1, Minnesota, Minnesota,Faribault County  Minnesota
Fillmore County,19.9, Minnesota, Minnesota,Fillmore County  Minnesota
Freeborn County,25.6, Minnesota, Minnesota,Freeborn County  Minnesota
Goodhue County,20.8, Minnesota, Minnesota,Goodhue County  Minnesota
Grant County,22.6, Minnesota, Minnesota,Grant County  Minnesota
Hennepin County,18.4, Minnesota, Minnesota,Hennepin County  Minnesota
Houston County,19.2, Minnesota, Minnesota,Houston County  Minnesota
Hubbard County,23.1, Minnesota, Minnesota,Hubbard County  Minnesota
Isanti County,24.9, Minnesota, Minnesota,Isanti County  Minnesota
Itasca County,24.6, Minnesota, Minnesota,Itasca County  Minnesota
Jackson County,22.2, Minnesota, Minnesota,Jackson County  Minnesota
Kanabec County,26.4, Minnesota, Minnesota,Kanabec County  Minnesota
Kandiyohi County,20.8, Minnesota, Minnesota,Kandiyohi County  Minnesota
Kittson County,20.9, Minnesota, Minnesota,Kittson County  Minnesota
Koochiching County,26.5, Minnesota, Minnesota,Koochiching County  Minnesota
Lac qui Parle County,22.3, Minnesota, Minnesota,Lac qui Parle County  Minnesota
Lake County,23.2, Minnesota, Minnesota,Lake County  Minnesota
Lake of the Woods County,24.6, Minnesota, Minnesota,Lake of the Woods County  Minnesota
Le Sueur County,19.9, Minnesota, Minnesota,Le Sueur County  Minnesota
Lincoln County,20.7, Minnesota, Minnesota,Lincoln County  Minnesota
Lyon County,19.9, Minnesota, Minnesota,Lyon County  Minnesota
Mahnomen County,29.2, Minnesota, Minnesota,Mahnomen County  Minnesota
Marshall County,22.3, Minnesota, Minnesota,Marshall County  Minnesota
Martin County,23.5, Minnesota, Minnesota,Martin County  Minnesota
McLeod County,21.4, Minnesota, Minnesota,McLeod County  Minnesota
Meeker County,21.6, Minnesota, Minnesota,Meeker County  Minnesota
Mille Lacs County,25.3, Minnesota, Minnesota,Mille Lacs County  Minnesota
Morrison County,23.1, Minnesota, Minnesota,Morrison County  Minnesota
Mower County,22.6, Minnesota, Minnesota,Mower County  Minnesota
Murray County,21.5, Minnesota, Minnesota,Murray County  Minnesota
Nicollet County,18.1, Minnesota, Minnesota,Nicollet County  Minnesota
Nobles County,23.7, Minnesota, Minnesota,Nobles County  Minnesota
Norman County,23.6, Minnesota, Minnesota,Norman County  Minnesota
Olmsted County,18.5, Minnesota, Minnesota,Olmsted County  Minnesota
Otter Tail County,22.0, Minnesota, Minnesota,Otter Tail County  Minnesota
Pennington County,26.5, Minnesota, Minnesota,Pennington County  Minnesota
Pine County,27.9, Minnesota, Minnesota,Pine County  Minnesota
Pipestone County,23.1, Minnesota, Minnesota,Pipestone County  Minnesota
Polk County,22.3, Minnesota, Minnesota,Polk County  Minnesota
Pope County,20.7, Minnesota, Minnesota,Pope County  Minnesota
Ramsey County,19.8, Minnesota, Minnesota,Ramsey County  Minnesota
Red Lake County,24.7, Minnesota, Minnesota,Red Lake County  Minnesota
Redwood County,23.1, Minnesota, Minnesota,Redwood County  Minnesota
Renville County,21.8, Minnesota, Minnesota,Renville County  Minnesota
Rice County,19.0, Minnesota, Minnesota,Rice County  Minnesota
Rock County,22.7, Minnesota, Minnesota,Rock County  Minnesota
Roseau County,23.7, Minnesota, Minnesota,Roseau County  Minnesota
Scott County,15.7, Minnesota, Minnesota,Scott County  Minnesota
Sherburne County,22.3, Minnesota, Minnesota,Sherburne County  Minnesota
Sibley County,21.0, Minnesota, Minnesota,Sibley County  Minnesota
St. Louis County,24.1, Minnesota, Minnesota,St. Louis County  Minnesota
Stearns County,19.2, Minnesota, Minnesota,Stearns County  Minnesota
Steele County,20.2, Minnesota, Minnesota,Steele County  Minnesota
Stevens County,20.1, Minnesota, Minnesota,Stevens County  Minnesota
Swift County,23.1, Minnesota, Minnesota,Swift County  Minnesota
Todd County,23.4, Minnesota, Minnesota,Todd County  Minnesota
Traverse County,21.5, Minnesota, Minnesota,Traverse County  Minnesota
Wabasha County,20.8, Minnesota, Minnesota,Wabasha County  Minnesota
Wadena County,24.5, Minnesota, Minnesota,Wadena County  Minnesota
Waseca County,21.8, Minnesota, Minnesota,Waseca County  Minnesota
Washington County,17.8, Minnesota, Minnesota,Washington County  Minnesota
Watonwan County,23.0, Minnesota, Minnesota,Watonwan County  Minnesota
Wilkin County,23.4, Minnesota, Minnesota,Wilkin County  Minnesota
Winona County,19.6, Minnesota, Minnesota,Winona County  Minnesota
Wright County,20.3, Minnesota, Minnesota,Wright County  Minnesota
Yellow Medicine County,22.2, Minnesota, Minnesota,Yellow Medicine County  Minnesota
Adams County,26.2, Mississippi, Mississippi,Adams County  Mississippi
Alcorn County,25.1, Mississippi, Mississippi,Alcorn County  Mississippi
Amite County,28.7, Mississippi, Mississippi,Amite County  Mississippi
Attala County,25.7, Mississippi, Mississippi,Attala County  Mississippi
Benton County,27.0, Mississippi, Mississippi,Benton County  Mississippi
Bolivar County,23.2, Mississippi, Mississippi,Bolivar County  Mississippi
Calhoun County,28.3, Mississippi, Mississippi,Calhoun County  Mississippi
Carroll County,25.4, Mississippi, Mississippi,Carroll County  Mississippi
Chickasaw County,27.6, Mississippi, Mississippi,Chickasaw County  Mississippi
Choctaw County,24.0, Mississippi, Mississippi,Choctaw County  Mississippi
Claiborne County,23.5, Mississippi, Mississippi,Claiborne County  Mississippi
Clarke County,24.7, Mississippi, Mississippi,Clarke County  Mississippi
Clay County,25.0, Mississippi, Mississippi,Clay County  Mississippi
Coahoma County,26.6, Mississippi, Mississippi,Coahoma County  Mississippi
Copiah County,26.2, Mississippi, Mississippi,Copiah County  Mississippi
Covington County,26.5, Mississippi, Mississippi,Covington County  Mississippi
DeSoto County,25.8, Mississippi, Mississippi,DeSoto County  Mississippi
Forrest County,24.6, Mississippi, Mississippi,Forrest County  Mississippi
Franklin County,25.5, Mississippi, Mississippi,Franklin County  Mississippi
George County,26.2, Mississippi, Mississippi,George County  Mississippi
Greene County,27.8, Mississippi, Mississippi,Greene County  Mississippi
Grenada County,27.0, Mississippi, Mississippi,Grenada County  Mississippi
Hancock County,26.1, Mississippi, Mississippi,Hancock County  Mississippi
Harrison County,28.5, Mississippi, Mississippi,Harrison County  Mississippi
Hinds County,24.1, Mississippi, Mississippi,Hinds County  Mississippi
Holmes County,26.1, Mississippi, Mississippi,Holmes County  Mississippi
Humphreys County,27.2, Mississippi, Mississippi,Humphreys County  Mississippi
Issaquena County,29.6, Mississippi, Mississippi,Issaquena County  Mississippi
Itawamba County,28.5, Mississippi, Mississippi,Itawamba County  Mississippi
Jackson County,27.7, Mississippi, Mississippi,Jackson County  Mississippi
Jasper County,22.1, Mississippi, Mississippi,Jasper County  Mississippi
Jefferson County,23.4, Mississippi, Mississippi,Jefferson County  Mississippi
Jefferson Davis County,25.7, Mississippi, Mississippi,Jefferson Davis County  Mississippi
Jones County,24.4, Mississippi, Mississippi,Jones County  Mississippi
Kemper County,26.2, Mississippi, Mississippi,Kemper County  Mississippi
Lafayette County,18.8, Mississippi, Mississippi,Lafayette County  Mississippi
Lamar County,20.1, Mississippi, Mississippi,Lamar County  Mississippi
Lauderdale County,26.7, Mississippi, Mississippi,Lauderdale County  Mississippi
Lawrence County,25.9, Mississippi, Mississippi,Lawrence County  Mississippi
Leake County,28.3, Mississippi, Mississippi,Leake County  Mississippi
Lee County,26.1, Mississippi, Mississippi,Lee County  Mississippi
Leflore County,25.3, Mississippi, Mississippi,Leflore County  Mississippi
Lincoln County,25.1, Mississippi, Mississippi,Lincoln County  Mississippi
Lowndes County,24.3, Mississippi, Mississippi,Lowndes County  Mississippi
Madison County,17.4, Mississippi, Mississippi,Madison County  Mississippi
Marion County,27.6, Mississippi, Mississippi,Marion County  Mississippi
Marshall County,30.1, Mississippi, Mississippi,Marshall County  Mississippi
Monroe County,27.4, Mississippi, Mississippi,Monroe County  Mississippi
Montgomery County,26.2, Mississippi, Mississippi,Montgomery County  Mississippi
Neshoba County,30.2, Mississippi, Mississippi,Neshoba County  Mississippi
Newton County,24.4, Mississippi, Mississippi,Newton County  Mississippi
Noxubee County,25.9, Mississippi, Mississippi,Noxubee County  Mississippi
Oktibbeha County,17.1, Mississippi, Mississippi,Oktibbeha County  Mississippi
Panola County,26.9, Mississippi, Mississippi,Panola County  Mississippi
Pearl River County,29.3, Mississippi, Mississippi,Pearl River County  Mississippi
Perry County,27.5, Mississippi, Mississippi,Perry County  Mississippi
Pike County,27.9, Mississippi, Mississippi,Pike County  Mississippi
Pontotoc County,28.7, Mississippi, Mississippi,Pontotoc County  Mississippi
Prentiss County,28.3, Mississippi, Mississippi,Prentiss County  Mississippi
Quitman County,28.5, Mississippi, Mississippi,Quitman County  Mississippi
Rankin County,23.6, Mississippi, Mississippi,Rankin County  Mississippi
Scott County,27.0, Mississippi, Mississippi,Scott County  Mississippi
Sharkey County,23.0, Mississippi, Mississippi,Sharkey County  Mississippi
Simpson County,28.4, Mississippi, Mississippi,Simpson County  Mississippi
Smith County,24.6, Mississippi, Mississippi,Smith County  Mississippi
Stone County,28.0, Mississippi, Mississippi,Stone County  Mississippi
Sunflower County,26.7, Mississippi, Mississippi,Sunflower County  Mississippi
Tallahatchie County,29.1, Mississippi, Mississippi,Tallahatchie County  Mississippi
Tate County,26.0, Mississippi, Mississippi,Tate County  Mississippi
Tippah County,27.4, Mississippi, Mississippi,Tippah County  Mississippi
Tishomingo County,27.3, Mississippi, Mississippi,Tishomingo County  Mississippi
Tunica County,26.7, Mississippi, Mississippi,Tunica County  Mississippi
Union County,28.4, Mississippi, Mississippi,Union County  Mississippi
Walthall County,26.5, Mississippi, Mississippi,Walthall County  Mississippi
Warren County,25.8, Mississippi, Mississippi,Warren County  Mississippi
Washington County,24.7, Mississippi, Mississippi,Washington County  Mississippi
Wayne County,23.4, Mississippi, Mississippi,Wayne County  Mississippi
Webster County,25.5, Mississippi, Mississippi,Webster County  Mississippi
Wilkinson County,26.7, Mississippi, Mississippi,Wilkinson County  Mississippi
Winston County,24.8, Mississippi, Mississippi,Winston County  Mississippi
Yalobusha County,27.4, Mississippi, Mississippi,Yalobusha County  Mississippi
Yazoo County,28.3, Mississippi, Mississippi,Yazoo County  Mississippi
Adair County,24.0, Missouri, Missouri,Adair County  Missouri
Andrew County,24.5, Missouri, Missouri,Andrew County  Missouri
Atchison County,22.8, Missouri, Missouri,Atchison County  Missouri
Audrain County,30.5, Missouri, Missouri,Audrain County  Missouri
Barry County,29.4, Missouri, Missouri,Barry County  Missouri
Barton County,27.4, Missouri, Missouri,Barton County  Missouri
Bates County,31.0, Missouri, Missouri,Bates County  Missouri
Benton County,30.7, Missouri, Missouri,Benton County  Missouri
Bollinger County,29.2, Missouri, Missouri,Bollinger County  Missouri
Boone County,19.4, Missouri, Missouri,Boone County  Missouri
Buchanan County,30.1, Missouri, Missouri,Buchanan County  Missouri
Butler County,31.8, Missouri, Missouri,Butler County  Missouri
Caldwell County,25.8, Missouri, Missouri,Caldwell County  Missouri
Callaway County,25.9, Missouri, Missouri,Callaway County  Missouri
Camden County,28.7, Missouri, Missouri,Camden County  Missouri
Cape Girardeau County,24.9, Missouri, Missouri,Cape Girardeau County  Missouri
Carroll County,27.8, Missouri, Missouri,Carroll County  Missouri
Carter County,29.3, Missouri, Missouri,Carter County  Missouri
Cass County,26.6, Missouri, Missouri,Cass County  Missouri
Cedar County,26.9, Missouri, Missouri,Cedar County  Missouri
Chariton County,26.7, Missouri, Missouri,Chariton County  Missouri
Christian County,22.0, Missouri, Missouri,Christian County  Missouri
Clark County,27.9, Missouri, Missouri,Clark County  Missouri
Clay County,24.7, Missouri, Missouri,Clay County  Missouri
Clinton County,26.2, Missouri, Missouri,Clinton County  Missouri
Cole County,22.7, Missouri, Missouri,Cole County  Missouri
Cooper County,28.5, Missouri, Missouri,Cooper County  Missouri
Crawford County,31.1, Missouri, Missouri,Crawford County  Missouri
Dade County,29.4, Missouri, Missouri,Dade County  Missouri
Dallas County,28.3, Missouri, Missouri,Dallas County  Missouri
Daviess County,25.7, Missouri, Missouri,Daviess County  Missouri
DeKalb County,29.5, Missouri, Missouri,DeKalb County  Missouri
Dent County,30.8, Missouri, Missouri,Dent County  Missouri
Douglas County,29.4, Missouri, Missouri,Douglas County  Missouri
Dunklin County,33.5, Missouri, Missouri,Dunklin County  Missouri
Franklin County,28.0, Missouri, Missouri,Franklin County  Missouri
Gasconade County,26.7, Missouri, Missouri,Gasconade County  Missouri
Gentry County,26.7, Missouri, Missouri,Gentry County  Missouri
